credit_score,annual_income,loan_amount,loan_term_years,risk_label
653,94552,27662,5,0
620,33564,19030,5,0
683,164938,16742,5,0
689,27533,32594,3,0
724,54692,22760,2,0
673,38398,24199,5,0
725,27173,27798,2,0
796,108342,27652,4,0
740,91891,10706,4,0
697,157504,37862,3,0
690,14416,26211,3,0
682,140271,22973,3,1
759,444346,29308,3,0
668,41717,27365,2,0
702,272697,32670,3,1
702,48507,30379,2,0
674,19971,32178,5,0
631,46886,38509,5,0
716,138491,33836,4,0
696,30621,23395,4,1
725,37039,13770,2,0
673,96262,41677,3,1
761,60020,22622,4,0
656,95578,20268,2,0
785,72421,7632,4,0
612,87877,28384,3,1
721,42368,26488,2,0
723,72069,9848,4,0
660,28512,29532,3,0
721,167836,20018,2,0
763,36047,51903,2,0
589,147720,19306,2,0
725,49667,20648,5,1
575,70375,16252,2,0
651,40296,37778,4,0
781,26561,21272,2,0
670,14826,17750,2,0
641,25738,32069,2,0
690,46206,11196,2,0
803,70933,31251,2,0
608,134363,42813,5,0
647,41914,30666,3,0
774,29567,31378,5,0
792,18879,33700,4,0
694,87908,42097,3,0
638,181054,37098,4,0
804,164895,29396,2,0
779,105656,34038,4,0
733,99791,16140,5,0
659,232838,32762,5,1
697,78093,14944,2,0
691,100398,21329,2,0
716,46322,-5825,3,0
772,20138,29014,5,0
743,34645,18561,5,0
646,59437,36111,3,1
768,62857,28901,5,0
715,279575,36240,3,0
734,63896,14164,5,0
773,153748,35383,4,0
644,42274,46058,4,0
698,46660,32641,3,0
673,20677,32903,3,1
621,33061,26695,2,0
717,91270,19753,5,0
825,60237,32611,4,0
607,127306,9939,2,0
698,69217,20822,5,0
732,45163,7289,4,0
706,333913,17963,5,0
694,55541,31420,3,0
635,151812,30053,4,0
711,43435,25509,4,0
662,105628,26704,2,0
590,125795,6141,5,0
759,70741,21274,3,0
747,9103,18186,3,1
702,60754,18409,5,0
711,160230,30995,5,1
753,91307,16394,3,0
711,85534,18953,5,0
745,15096,4129,2,0
685,33645,22058,5,0
765,83206,14121,2,0
716,83142,25792,2,0
709,158218,15488,5,0
636,53322,26045,4,0
714,82839,23553,4,0
658,60663,41720,2,0
668,27185,29972,5,1
659,9851,6603,2,0
646,84525,12351,5,0
806,68813,25552,5,0
766,36514,15701,3,0
796,16393,-4683,4,1
638,99090,38495,4,0
703,48400,32202,3,0
635,93479,30209,3,0
665,265996,18926,3,1
654,10795,29276,2,0
761,34211,17956,2,0
680,50640,27048,2,0
753,191733,15794,2,1
730,16169,40162,2,1
815,281725,9297,4,0
626,66748,37322,4,0
762,55447,25389,5,0
757,51100,20105,4,0
651,42234,26670,3,0
750,138481,32333,4,0
716,25468,38667,3,0
688,78931,28131,4,0
658,44031,16093,2,0
664,32542,25556,4,0
802,473913,43167,5,0
700,83720,38476,2,0
739,97793,34087,2,0
660,148779,32956,5,0
661,19204,31994,4,0
754,243247,36587,4,1
632,8045,20433,5,0
679,32369,11449,2,0
701,41472,25690,5,0
705,95356,16824,3,1
691,71323,14449,3,0
719,52394,17797,4,0
734,59302,49853,2,0
736,27380,26361,3,1
650,18073,28619,5,0
685,107066,12776,4,0
759,104293,6562,4,1
744,212690,16809,2,0
631,31824,39381,3,0
717,104219,28342,4,0
601,47716,30985,5,0
702,155186,32385,3,0
794,135614,19086,4,0
652,70895,38879,4,0
658,45632,18671,3,0
738,129152,39062,3,0
622,100460,29423,2,0
668,34629,7109,5,0
729,20697,17519,2,0
668,47532,7150,2,0
688,201255,36632,5,1
737,149819,24752,5,0
721,24591,2716,2,0
713,23524,28757,3,0
683,166000,19628,5,1
718,24136,10161,2,0
693,89988,41779,3,0
722,36575,26072,4,0
675,218302,22065,3,0
690,32327,21005,2,1
650,149445,9867,5,0
698,69416,11954,3,0
659,73258,37849,3,0
644,12378,20261,3,0
712,10277,25220,5,0
710,50188,4556,5,1
739,72949,11819,3,0
678,24339,31098,3,0
720,25060,28777,2,0
727,93824,42533,5,0
722,93927,38429,3,0
658,53626,22692,5,0
707,111765,29729,5,0
718,23403,21833,5,0
700,45037,45548,2,0
595,223753,36490,4,1
708,63237,26696,5,0
810,66240,27003,5,0
681,378797,39448,3,0
663,19546,30795,5,0
718,113226,40586,4,0
715,226656,3063,5,1
759,46171,29612,2,0
637,119098,19845,3,1
736,27292,42563,4,0
729,34565,40463,2,0
692,81468,25328,4,1
716,113420,40356,3,0
751,146788,42831,5,0
743,210176,25744,3,0
642,56729,49719,3,0
741,155575,24686,5,0
696,45531,22854,2,0
703,123213,33658,4,0
703,70685,21462,2,0
692,85523,25853,5,0
759,84019,39094,4,1
695,16584,25192,5,0
644,24360,8049,2,0
680,64992,28673,3,0
708,15524,18037,4,0
761,116421,33652,5,0
730,120239,31961,4,0
657,77787,39714,4,0
824,24418,34075,2,1
713,180612,35902,3,0
763,305519,18309,4,0
692,67350,33039,2,0
726,90077,44684,4,0
741,70360,18113,3,0
760,91518,42997,4,0
752,54412,19506,3,0
743,58241,16480,2,0
684,123571,27962,2,0
671,391014,32159,3,0
716,19534,34117,3,0
746,55102,15382,2,0
688,23286,29345,3,0
753,213976,18144,3,1
772,37414,10110,5,1
654,18872,15712,4,0
658,99762,17490,2,0
692,241699,30215,2,0
715,101811,36522,5,0
673,70533,10267,3,0
767,83059,28519,3,0
721,185697,13233,3,0
701,29751,31290,2,0
628,54749,18772,5,0
634,41682,14486,4,0
714,23522,32996,5,0
593,46041,19130,2,0
750,145244,21840,4,0
692,94210,2800,3,0
862,100252,34465,5,0
815,67317,33209,5,0
690,91004,25054,2,0
694,31556,9724,5,0
749,46741,37093,4,0
785,69814,18337,5,0
618,74758,20466,2,0
610,77354,48120,5,0
668,53601,17963,4,0
729,44269,32422,4,0
724,748792,30620,2,0
753,123677,28901,3,0
640,83326,27820,2,0
584,49683,28763,3,0
742,41732,27719,4,1
658,53925,24480,5,1
599,75679,40112,5,0
707,13301,11873,4,0
739,17059,35214,2,0
693,35971,33223,5,1
677,70665,31983,2,0
692,49443,36169,5,0
681,195340,24074,3,0
632,18289,6310,5,0
664,32824,24277,3,0
726,202010,15088,5,0
716,66495,17681,5,0
708,121524,12575,5,0
650,308969,20226,5,1
690,34370,19033,5,0
591,55301,1224,2,0
708,48149,32002,3,0
771,12535,47203,3,0
626,46708,31062,5,0
670,121157,22970,2,0
716,92269,24452,2,1
762,98249,20790,4,0
677,44337,25900,4,0
665,35423,24629,2,0
601,165281,16589,4,0
705,40221,41828,3,0
802,75755,10128,2,0
713,68231,32183,4,0
698,192793,23988,2,0
716,130239,44008,4,0
699,21243,28408,2,1
659,23154,21400,5,0
741,95142,22522,3,0
711,56870,25399,4,0
700,41600,13572,5,1
651,134928,17331,2,0
765,69561,7150,5,0
733,62440,15770,3,0
672,111732,25939,4,0
750,44351,28001,4,0
675,209989,5206,2,0
660,31874,23627,3,0
662,101269,30634,5,0
611,188540,23370,2,0
723,19893,18662,4,0
608,45493,20878,5,0
638,149307,19592,2,0
596,151114,18632,5,0
695,52198,26738,5,0
692,33265,48076,2,0
683,128636,17563,5,0
647,154328,21818,5,0
641,23582,24483,3,0
723,22853,18126,3,0
672,71697,35982,4,1
715,99060,1291,3,0
655,47133,19689,2,0
709,103097,33183,5,0
765,33924,22059,4,0
729,11028,16791,3,0
679,42654,29407,5,0
712,62980,34063,2,0
687,48017,27106,5,0
700,23697,16987,2,0
683,14009,29562,5,0
691,39685,20979,4,0
710,122776,32451,4,0
650,163563,39832,3,0
649,154843,-1055,3,0
630,31171,26110,5,0
619,23790,7642,5,0
639,89081,49417,3,0
707,99516,20318,3,0
655,82465,32463,5,0
725,11953,24646,5,0
701,29926,16969,5,0
601,58468,15779,4,0
732,88413,40856,2,0
740,110618,34559,2,0
650,67198,44435,3,0
721,78012,25554,4,0
657,64080,27879,5,0
704,103621,22328,5,0
636,76902,22129,3,0
610,63107,14581,3,0
680,48305,25840,4,0
693,63897,17107,2,0
680,88227,29419,2,0
640,74160,26700,5,0
680,81199,27876,3,0
713,175286,41751,4,0
697,74023,24622,5,0
709,35624,32567,2,1
666,121404,45515,2,0
758,20071,38066,4,0
641,25206,36531,5,0
724,78329,21933,4,0
759,90501,27296,5,0
724,22113,11817,2,0
689,44079,29989,3,0
673,36869,27744,3,0
751,40564,25233,2,0
628,127373,35271,3,0
651,105366,12922,3,0
680,58965,41348,5,0
761,38685,34017,4,0
718,20338,24293,5,0
651,186492,23512,4,0
684,96152,29806,4,0
669,34018,40208,3,0
664,106476,26016,4,0
748,56603,26440,4,0
631,47586,25181,2,1
780,84810,42820,4,0
741,33083,21311,2,0
754,45478,24704,5,0
676,65984,39634,3,0
692,40152,26470,4,0
628,102259,36370,2,1
673,267066,15887,5,0
724,32746,22947,5,0
764,15802,39844,5,0
644,12071,18236,2,0
681,53083,23487,2,0
692,35223,27566,3,0
630,70706,15108,4,0
729,66574,20861,5,0
663,16604,26126,3,0
690,14017,25466,2,0
677,75867,37803,3,0
660,66725,40414,5,0
699,42588,16439,5,0
689,15903,26112,3,0
681,87300,31742,5,0
663,165631,40163,2,0
715,74785,32184,5,0
782,30394,27909,4,0
706,62046,31665,4,0
749,20072,31737,5,0
630,139576,15722,3,0
707,63925,26927,5,0
645,14551,39591,4,0
626,47073,22926,2,0
663,86737,26294,4,0
759,45869,22574,5,0
747,48015,1861,5,1
712,22482,25205,3,0
623,94205,28017,5,0
690,35640,19875,5,0
715,10666,13453,2,0
708,44488,16193,2,0
607,131257,32641,2,0
655,43934,44725,3,0
696,240478,38824,3,0
726,84387,11556,4,1
590,78511,33546,3,0
691,54029,18368,2,0
707,56691,19177,3,0
742,48497,20380,5,0
734,47013,32060,3,0
729,91554,34592,5,0
660,28320,24019,4,0
604,25318,24189,5,0
680,24378,29642,2,0
750,307590,30679,4,0
769,91516,36762,4,0
735,76388,12156,4,0
721,25693,25200,2,0
718,98584,14319,5,0
672,54542,24490,4,0
693,71063,22738,2,0
783,27411,24532,4,0
652,68064,17002,4,1
780,42656,10127,2,0
683,32451,4055,3,0
766,107719,23688,4,0
629,17497,20689,3,0
729,94072,18240,4,1
663,103527,38225,3,0
629,29622,16405,5,0
710,31061,39168,3,0
750,50090,41238,3,0
657,75028,5490,3,0
625,52982,25923,3,0
695,84698,21003,5,0
695,245335,-4118,2,0
727,39887,10553,3,1
747,15181,32749,2,0
697,115929,45191,4,0
792,230188,34026,2,0
711,81978,28236,3,0
682,25079,24786,2,0
619,54224,41826,5,0
686,24469,46482,5,0
683,100135,19131,3,0
748,20312,5000,2,0
723,47093,4018,4,1
641,26809,38218,5,0
708,66267,24529,3,1
733,44664,26832,5,1
776,68968,7093,3,1
744,60954,17468,2,0
738,27191,22045,2,0
703,98864,27078,2,1
719,57583,21014,2,0
762,27151,14626,2,0
633,359597,17154,3,0
682,87653,37083,5,0
661,52965,27447,4,0
718,185751,31121,5,0
761,261307,16011,2,0
670,53301,-4538,5,0
580,79056,19768,5,0
679,27162,16334,3,0
745,53222,28490,4,0
726,51059,57857,4,0
721,69415,31951,2,0
686,78136,52359,3,0
636,93700,30687,3,0
725,72411,18701,3,0
658,22729,28479,3,0
809,28260,42806,3,0
728,38672,43295,4,0
670,47772,19246,4,1
669,138776,27531,5,0
695,23615,10707,4,0
688,44984,33246,3,0
755,128336,40533,5,0
709,47103,25397,4,1
663,86537,18326,5,0
794,53549,28601,4,0
702,73528,29174,2,0
738,49872,25811,4,0
669,102094,26787,5,0
718,17395,23261,2,0
715,44772,34959,3,0
605,75906,32362,5,0
800,91762,15168,3,0
764,197671,14894,3,0
680,43790,22456,5,0
644,195552,32368,3,0
717,35340,26480,5,0
704,173323,18568,5,0
717,115148,27615,4,0
709,28831,21691,2,0
725,76544,33804,3,0
772,57469,28330,3,0
728,98761,21847,2,0
647,50080,27315,2,0
768,46826,38150,2,0
782,179024,19303,2,0
857,55327,29026,2,0
643,115975,24295,4,0
712,49997,29269,5,0
595,227141,18454,2,0
727,34798,26103,4,0
672,36632,36078,2,0
796,202726,15629,2,0
661,41941,11705,3,0
615,215530,12085,3,0
676,122207,13293,3,0
601,52906,30953,3,0
737,14035,10941,5,0
596,58955,22021,5,0
701,64945,31182,3,1
596,152325,29166,3,0
683,213364,21144,2,0
782,34613,26909,2,0
718,113657,26071,3,0
656,110450,22757,3,0
698,141312,22891,3,0
700,89228,47354,2,0
723,12657,33093,3,0
631,52873,49806,3,0
729,23752,20030,5,0
564,50915,24150,5,0
668,131137,11678,2,0
675,76429,16904,5,0
731,150012,44019,2,0
701,78700,19779,4,0
629,21191,44192,3,0
650,7969,12566,2,1
709,67443,14465,5,0
696,50456,21587,4,0
671,27403,24362,5,0
675,15359,34230,2,0
734,33263,29507,4,0
674,51246,20836,5,0
695,101997,23666,4,0
808,69626,21809,3,0
628,216740,15853,3,0
607,26147,16120,4,0
739,121157,35278,5,0
666,62183,6718,5,0
684,104373,41173,5,0
660,42225,21570,3,1
687,141116,17274,2,0
779,75824,32397,2,0
740,34767,39852,4,0
743,59300,36176,5,0
629,49432,30018,4,0
642,88551,35868,2,0
558,23299,7835,2,0
659,58484,19781,5,0
747,82145,15888,4,0
725,61477,37246,5,0
688,175879,21165,2,0
698,111214,33454,2,0
665,59516,30358,5,0
710,71207,16376,4,0
738,75851,19130,3,0
619,82672,37938,5,0
714,13897,17245,2,0
746,47041,26248,3,0
679,18259,17174,5,0
735,166479,21860,3,0
840,57029,24538,5,0
694,51293,17171,2,0
719,122692,15395,5,0
663,83940,27862,3,0
709,24272,16552,4,0
723,56572,16893,2,0
709,45792,15609,2,0
649,14829,24220,3,0
710,34467,34437,5,0
773,51697,40065,5,0
722,54613,17740,5,1
748,18291,46503,2,0
688,150441,14952,2,0
737,55177,35835,3,0
713,61700,17783,5,0
652,82496,16290,5,0
715,31873,17552,3,0
650,86256,24475,2,0
668,44637,30799,2,0
709,29223,31698,4,0
714,94727,15560,4,0
640,197469,15103,5,0
752,106922,15833,2,0
728,125289,23886,5,0
664,39477,22898,2,0
623,16678,15498,4,0
692,197226,27696,3,0
677,309778,47625,2,0
705,205714,19952,4,0
681,45769,20664,4,0
599,23772,30596,2,0
680,25526,19411,5,0
684,15568,31689,2,0
731,54945,17814,4,0
665,216326,43321,2,0
783,53458,28447,3,0
604,76256,18799,5,0
765,179957,19113,2,0
688,43335,19862,4,0
742,305109,38727,4,0
703,294688,12312,5,0
756,53912,18320,2,0
680,37721,19383,4,1
645,104588,24843,5,0
771,45341,22288,3,0
694,23736,10087,5,0
711,166873,21001,2,0
761,158444,24004,2,0
648,67806,18719,4,1
729,21800,31867,3,0
670,22390,34194,2,0
693,65237,24216,4,0
703,40138,27305,5,0
624,45575,3389,5,1
661,135614,20788,2,0
767,107639,35048,3,0
744,180324,20765,4,0
696,27105,17627,2,0
712,45499,47776,4,0
685,109884,43190,5,0
767,85687,29675,4,0
689,204005,36389,5,0
711,83820,2740,3,0
757,262626,17124,3,0
661,92227,20300,5,0
777,140047,22640,2,0
623,46220,20100,5,0
781,60562,-500,4,0
681,124089,28860,4,0
687,217593,30436,4,1
605,107300,41018,2,0
677,56019,17116,3,0
648,180208,16298,3,0
669,10367,-1799,4,0
693,19191,22064,2,0
747,103291,34011,4,0
710,60553,18882,3,0
715,97188,46434,5,0
645,63040,22434,4,0
655,94537,26469,4,0
789,31209,11368,4,0
663,94503,27872,3,0
782,132658,5206,2,0
687,158965,31936,5,0
700,299791,32244,5,0
753,72785,38592,5,0
763,74542,14800,4,0
694,17702,26605,3,0
680,39138,30638,5,0
697,51304,29422,4,0
716,138725,16347,2,0
744,36724,1080,4,0
700,113218,28469,5,0
730,59796,23475,5,0
781,51961,19333,2,0
719,73065,32639,3,0
715,43786,24550,2,0
624,42479,11808,2,0
568,15308,5685,5,1
719,49101,13710,5,0
695,40783,48930,3,1
674,39624,32227,5,0
712,83574,26886,2,0
696,101407,23183,2,0
756,72096,22526,3,0
704,132764,36671,5,0
662,94887,20094,5,0
749,47285,30769,2,0
689,41345,21515,2,1
726,76899,44401,5,1
676,94751,32422,4,0
667,183189,37455,2,0
704,155272,19155,2,0
700,38825,35581,2,0
723,55182,21874,3,0
686,102417,26100,5,0
608,140701,41350,5,0
678,126902,14572,5,0
739,56891,27032,2,0
685,21955,29380,5,1
687,26926,30200,5,0
749,74466,20492,5,0
664,78730,45862,3,0
622,24861,12050,3,0
691,62047,39588,2,0
675,99208,37150,5,0
651,23837,44008,2,0
691,144928,9117,2,1
724,44266,16311,2,0
699,163749,39919,2,0
715,39074,6229,2,0
790,26336,8935,2,0
682,41501,20116,3,0
713,55485,26919,4,0
674,43880,40922,3,0
657,50372,23147,2,0
670,78211,18917,4,0
676,52211,28113,4,0
717,56789,29695,5,0
817,15254,29412,2,0
664,81908,23220,2,0
679,55750,5449,3,0
696,217126,15823,4,1
719,28235,39202,4,0
713,14092,26870,2,0
764,98169,21774,5,0
578,79001,36181,2,0
580,26722,13698,4,0
675,17609,22746,5,0
754,204826,26377,5,0
621,185588,20586,4,0
549,8184,26007,2,0
728,41498,23123,2,0
712,226693,11006,2,0
645,40910,26814,3,0
650,40437,11716,3,1
651,47752,26656,5,0
705,24423,38741,2,0
668,15308,22189,3,0
724,138973,13285,5,0
557,13706,23730,4,0
657,72970,16680,4,0
643,121693,30945,2,0
687,18751,23520,4,0
673,28583,42097,4,0
739,158030,36629,4,0
607,91703,23469,5,0
702,36540,32156,4,0
727,156654,21067,4,0
792,157192,25339,5,0
675,74253,21385,3,0
716,29140,32664,5,0
609,43012,39329,3,0
580,75290,32986,5,0
742,51489,34219,2,0
699,126901,34230,4,0
758,17609,30512,3,0
631,18116,13607,5,0
725,69195,42009,3,0
793,40407,43044,3,0
720,36256,22661,4,0
713,14553,21293,3,0
700,60817,31124,5,0
621,57399,30508,2,0
767,100990,22980,2,0
669,63267,12499,4,0
725,53847,28057,5,1
621,153522,30514,5,0
641,20952,32258,2,0
771,91960,28492,5,0
682,15726,22288,3,0
772,30616,34940,4,0
696,22694,25658,2,0
607,111921,20350,4,0
744,56821,23193,3,0
670,59230,7540,2,0
734,24701,23177,5,0
701,47110,31884,5,0
622,32507,28397,3,0
708,81370,40206,2,0
809,27095,22370,4,0
724,173483,29873,2,0
697,15670,32927,5,0
753,31406,48428,2,0
710,229064,26447,2,0
710,42272,14558,5,0
645,20912,33479,5,0
711,71343,43657,4,0
751,40932,21774,2,0
658,30678,33410,5,0
771,24916,37287,3,0
695,548366,35170,5,1
655,48959,26255,4,0
749,12830,18015,4,0
685,197791,24187,3,0
737,97621,29586,4,1
685,32429,34082,2,0
697,28381,28339,4,0
724,102618,21200,3,0
714,49141,30553,4,0
600,12825,33600,3,0
643,250143,28796,4,0
746,42311,16638,5,0
693,198086,23185,3,0
673,166499,34478,4,0
632,26881,11169,2,0
646,136837,4068,3,0
598,35555,40080,3,0
694,13448,30114,4,0
670,42630,31067,5,0
651,82298,14231,5,1
696,41349,32375,4,0
718,46833,27752,4,0
804,149470,9156,2,0
624,65198,39242,4,0
757,30496,26586,3,0
748,104990,21039,4,0
661,70132,21220,2,0
710,7964,4847,4,0
677,84345,30933,4,0
709,81917,27618,3,0
775,60845,23059,5,0
730,122193,37784,4,0
725,34964,11161,2,0
678,78370,19032,4,0
625,17093,16499,4,0
689,82923,22212,3,1
760,285628,25674,5,0
623,27014,29300,5,0
647,32602,21530,5,0
706,33927,16226,4,0
650,66436,41860,3,0
660,25580,49116,3,0
678,83867,26432,4,0
631,117885,17432,3,0
651,91810,39754,5,0
735,14548,10532,3,0
634,132738,21652,4,0
620,126740,18038,4,0
668,116323,13404,2,0
736,80682,22199,2,0
690,71407,16358,3,0
676,136750,25126,3,0
702,278956,25271,4,0
612,27933,18786,2,0
724,141846,21294,2,0
719,55883,22691,5,0
679,53974,33098,5,0
750,17514,23515,4,0
643,47675,33247,4,1
756,26962,30858,4,0
707,41312,30715,4,0
683,24870,38878,2,0
699,41809,13806,4,0
694,43265,20268,4,0
761,64692,42632,2,0
646,16451,22426,5,0
661,18837,-3151,4,0
751,79979,22970,5,0
670,31635,26349,2,0
745,141439,-1171,5,0
784,71697,38339,2,0
679,97285,17862,4,0
734,185081,28285,5,0
642,46734,22740,4,0
737,37813,12116,3,0
709,120254,14294,3,0
723,90004,15649,5,0
667,51541,35856,2,0
616,182255,23524,5,0
725,50524,19781,2,0
596,61464,15653,3,0
684,60899,36961,2,0
747,28348,39642,3,0
709,63708,36847,5,0
797,183030,29924,4,1
751,85474,27898,4,0
667,61380,12840,4,0
701,52606,22541,2,0
697,78017,18161,4,0
620,109077,6744,2,0
652,97478,35570,4,0
671,45913,18041,2,0
598,77639,36959,2,0
702,87899,33817,3,0
687,26748,30567,3,1
616,68499,31128,5,0
720,10624,18846,3,0
735,88082,43578,2,0
711,101546,25431,3,0
683,108883,28019,3,0
729,43650,18509,3,1
734,76667,15688,2,0
715,187055,29772,2,0
658,185538,27175,5,0
713,58492,17106,3,0
759,66933,10615,3,0
670,145616,12300,2,0
804,18022,36961,5,0
673,46237,18867,5,0
701,174286,21610,2,0
666,130634,39503,3,1
711,80451,13778,5,0
612,17949,17730,5,0
672,57530,17312,3,0
645,37349,41180,5,1
706,78028,44933,3,0
749,31335,32515,5,0
732,26355,32833,5,0
581,11477,19196,2,0
802,159124,44473,5,0
714,43485,27676,3,0
661,67894,33531,5,1
707,59767,23944,2,0
708,25490,22319,5,0
666,21867,41630,4,1
709,26789,30397,3,0
669,33572,39513,4,0
679,80280,27553,2,0
665,31679,16516,4,0
628,242120,19166,5,0
707,136178,26029,3,0
729,114312,18734,4,0
725,54408,13925,5,0
740,201073,37014,4,0
716,50291,19551,5,0
673,58395,26381,5,0
741,68595,27961,4,0
632,104972,19118,2,0
654,99660,39507,3,0
651,40941,13828,2,0
754,39089,27616,4,0
747,99899,27461,5,0
724,106105,24457,4,1
753,43709,12030,5,0
656,16818,33708,5,0
717,50723,32435,2,0
693,98599,18244,2,0
742,253808,32074,4,1
694,22962,28749,3,0
680,42563,12193,2,0
727,43847,16460,5,0
743,177130,36382,4,0
666,58223,28094,4,0
696,28973,19356,3,0
647,93615,16415,4,0
575,43316,19846,2,0
710,22482,20555,5,0
730,29312,16540,4,0
713,239721,7582,4,0
602,81419,36400,5,0
682,65264,34706,4,0
589,49024,12267,4,0
768,75638,26363,3,0
645,74920,15977,2,0
762,75639,22384,4,0
747,65635,21552,2,0
654,119975,20721,3,1
643,60991,45029,2,0
717,27382,20596,3,0
657,36682,16917,2,0
705,12292,17374,2,1
675,302989,35437,4,0
610,119396,8478,2,0
588,30820,17373,4,1
711,47787,39468,4,0
671,35972,27439,2,0
672,205671,26919,4,0
734,19227,46321,2,0
758,65616,27463,5,0
686,54895,17918,4,0
682,116014,22179,5,0
725,55093,13645,5,1
632,14668,37559,4,0
711,48976,30745,3,0
727,27509,36244,3,0
734,63809,37129,5,0
603,188592,20857,5,0
661,14890,15552,2,0
656,31565,24482,5,0
704,38478,16272,4,0
724,44121,26649,3,0
774,108239,36320,3,0
675,52112,23318,3,0
675,83503,26499,4,0
757,36293,24061,2,1
714,71965,33027,4,0
763,111551,18322,4,0
714,33328,3035,3,0
642,111869,29708,4,0
633,62436,34878,5,1
622,138187,29463,4,0
733,50963,18597,3,0
759,81226,13649,3,0
792,57960,29944,4,0
742,55438,26414,5,0
758,73654,23742,5,0
670,91990,43224,3,0
642,22034,15531,5,0
742,188510,42750,5,0
720,13524,25317,2,0
705,34618,6644,2,0
719,55524,23207,5,0
716,83273,34594,5,0
764,211279,21349,2,0
764,13539,10252,2,0
727,39888,23354,2,0
742,10921,16428,3,0
725,61408,29918,3,1
676,74410,32733,2,0
737,213765,14437,2,0
630,65940,17941,2,0
752,138029,32566,3,1
640,95517,16411,3,0
714,42268,14178,5,0
657,19396,13213,4,0
727,74607,28520,5,0
698,18148,28091,4,0
620,168748,18159,4,1
721,52593,25050,4,0
671,155770,40271,5,1
744,40775,15259,3,0
700,74241,5482,3,0
719,70790,29550,3,0
652,57754,23895,3,0
670,42356,17899,5,0
677,81958,31520,2,1
742,28540,33392,4,1
783,22752,2917,3,0
659,161823,18474,3,0
753,107123,48175,5,0
591,63114,30834,4,1
640,226865,31761,3,0
652,48329,36728,2,0
632,172501,25170,3,0
620,68903,32966,4,0
720,26375,32180,2,0
689,262611,30390,5,0
718,132265,21779,2,0
734,54349,26720,4,1
713,107123,19116,4,0
732,43348,25128,2,0
696,116229,13315,3,0
640,8840,17093,4,0
752,26480,22176,2,0
670,131059,15562,4,0
653,49034,19949,3,0
691,70688,23360,3,0
654,20385,29022,2,0
679,262575,34492,5,0
717,155192,20362,5,0
717,50993,38351,3,0
655,43314,34386,5,0
675,136445,30040,3,0
753,292428,26536,5,0
724,128413,28191,3,0
803,340252,36870,4,0
759,28627,37235,2,0
757,31085,38349,2,0
630,23129,25413,5,0
738,85255,30549,2,1
697,68904,38435,5,0
672,53020,18762,3,0
708,114394,21815,4,0
747,160470,25160,2,0
725,17667,33995,4,0
656,37138,34151,2,0
737,115394,22691,3,0
668,41184,9913,2,0
710,31616,27461,2,0
684,135243,15816,3,0
689,21341,10100,5,0
738,47039,12361,5,0
647,77879,28263,3,0
797,37833,38610,5,0
608,112030,25388,2,0
670,37983,27113,4,0
718,184775,36828,3,0
729,54144,9555,2,0
694,102438,30201,3,0
697,108751,24884,4,0
720,36241,30660,2,0
688,11582,20165,2,0
769,79905,16820,4,0
741,63438,26405,4,0
743,93401,41491,5,0
651,49950,33609,2,0
696,42431,19923,4,0
684,298575,11590,4,0
649,18437,8179,2,0
718,107705,38160,5,0
673,37809,15449,3,0
732,45769,21744,5,0
646,46458,38212,4,0
785,31484,8860,3,0
655,94559,39922,3,0
710,182137,22463,5,0
739,87204,13514,3,0
671,65036,22526,4,0
742,27196,17774,2,0
638,90532,29408,2,0
772,336071,18518,2,1
700,44154,5883,5,0
670,44320,22794,2,0
685,38220,11434,2,0
740,40476,27043,2,0
670,6659,13128,3,1
662,82787,20119,3,0
688,30441,26825,3,0
641,16511,22875,4,1
791,109376,27504,4,0
671,25194,31802,4,0
741,45663,13420,2,0
710,193523,24356,3,0
650,19392,-8295,4,1
699,17569,27473,5,0
739,74268,21991,3,0
690,150180,15165,2,1
759,16992,28157,3,0
751,82963,36726,2,0
745,95301,20239,4,0
677,11529,15551,2,0
646,113414,26650,2,1
669,120726,11643,5,0
709,46656,18396,3,0
727,163060,37224,2,0
591,148622,25621,5,0
699,65022,6205,5,0
707,41724,7030,5,0
686,27494,26620,4,0
764,58101,33623,4,0
721,94448,8823,2,0
765,46196,29497,3,0
689,10321,38303,4,0
746,165209,43878,4,0
781,69715,28312,2,0
765,44192,30068,2,1
645,118862,3668,4,0
687,202746,45997,2,0
682,6364,19245,5,0
724,84745,15665,2,1
734,19123,22447,5,0
658,89258,40116,4,0
703,66326,47080,3,0
599,99566,26254,5,0
772,40159,34980,3,0
674,13378,25432,4,0
702,41760,14622,2,0
684,82907,39767,5,0
757,134903,18778,5,0
558,23447,40355,4,0
699,136168,37985,4,0
694,35657,31140,2,0
677,80014,43289,3,0
786,39818,47323,5,1
655,69267,23247,3,0
738,122210,16912,5,0
717,22435,6357,5,0
763,34754,47446,2,0
666,69422,20603,5,0
663,408916,36350,5,0
754,30014,17587,4,0
721,306234,40382,2,0
622,297609,17998,4,0
673,55389,13082,5,0
719,47168,22914,2,0
741,34418,19682,5,0
666,56694,30962,2,0
554,19430,24486,3,0
726,56331,31277,3,0
638,198293,22089,2,0
599,36722,18348,5,0
558,49385,19164,2,0
740,15353,45449,5,0
706,80761,27251,3,0
688,73982,5162,5,0
769,63004,19797,4,0
731,50339,25968,3,0
780,47372,43453,4,0
630,89457,35286,3,0
698,58509,15782,3,0
619,77032,49183,4,0
688,71110,24688,2,0
687,147081,37463,5,0
